SexInsured,Female,VehicleType,PC,Clm_Count,Exp_weights,LNWEIGHT,NCD,AgeCat,AutoAge0,AutoAge1,AutoAge2,AutoAge,VAgeCat,VAgecat1
U,0,G,0,0,0.733744011,-0.30959507,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.892539357,-0.113684669,0,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,5,5
U,0,G,0,0,0.331279945,-1.104791505,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.386036961,-0.95182216,0,0,0,0,0,0,5,5
U,0,G,0,0,0.758384668,-0.276564544,0,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.375085558,-0.980601125,0,0,0,0,0,0,5,5
U,0,G,0,0,0.991101985,-0.008937839,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.372347707,-0.987927165,0,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,0,0,0,0,0,0,5,5
U,0,G,0,0,0.402464066,-0.910149464,0,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,0,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.424366872,-0.857156934,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.747433265,-0.291110255,0,0,0,0,0,0,5,5
U,0,G,0,0,0.249144422,-1.389722544,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.728268309,-0.317085742,0,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.238193019,-1.434673932,0,0,0,0,0,0,5,5
U,0,G,0,0,0.750171116,-0.287453944,0,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,0,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.722792608,-0.324632947,10,0,0,0,0,0,4,4
U,0,G,0,0,0.224503765,-1.493862803,0,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,0,0,0,0,0,0,5,5
U,0,G,0,1,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.199863108,-1.610122609,0,0,0,0,0,0,5,5
U,0,G,0,0,0.76659822,-0.265792447,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,2,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.03559206,-3.335632693,0,0,0,0,0,0,5,5
U,0,G,0,0,0.646132786,-0.436750246,0,0,0,0,0,0,5,5
U,0,G,0,0,0.109514032,-2.211702597,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.676249144,-0.391193714,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,10,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.459958932,-0.776618071,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.435318275,-0.831677848,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,0,0,0,0,0,0,5,5
U,0,G,0,0,0.481861739,-0.730098056,20,0,0,0,0,0,5,5
U,0,G,0,0,0.889801506,-0.116756868,0,0,0,0,0,0,5,5
U,0,G,0,0,0.498288843,-0.696575364,20,0,0,0,0,0,5,5
U,0,G,0,0,0.355920602,-1.0330476,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,0,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.405201917,-0.903369777,0,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,5,5
U,0,G,0,0,0.24366872,-1.411945681,10,0,0,0,0,0,5,5
U,0,G,0,0,0.156057495,-1.857530783,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.391512663,-0.93773742,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.158795346,-1.84013904,0,0,0,0,0,0,5,5
U,0,G,0,0,0.405201917,-0.903369777,20,0,0,0,0,0,5,5
U,0,G,0,0,0.125941136,-2.071940654,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.161533196,-1.823044607,0,0,0,0,0,0,5,5
U,0,G,0,0,0.501026694,-0.691095898,10,0,0,0,0,0,5,5
U,0,G,0,0,0.046543463,-3.067368707,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.273785079,-1.295411865,0,0,0,0,0,0,5,5
U,0,G,0,0,0.440793977,-0.819177686,0,0,0,0,0,0,5,5
U,0,G,0,0,0.889801506,-0.116756868,10,0,0,0,0,0,5,5
U,0,G,0,0,0.539356605,-0.617378322,0,0,0,0,0,0,5,5
U,0,G,0,0,0.402464066,-0.910149464,0,0,0,0,0,0,5,5
U,0,G,0,0,0.580424367,-0.543995776,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.791238878,-0.234155363,0,0,0,0,0,0,5,5
U,0,G,0,0,0.996577687,-0.003428183,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,10,0,0,0,0,0,5,5
U,0,G,0,0,0.952772074,-0.048379571,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,5,5
U,0,G,0,0,0.191649555,-1.652086809,0,0,0,0,0,0,5,5
U,0,G,0,0,0.933607118,-0.068699573,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,1,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.501026694,-0.691095898,10,0,0,0,0,0,5,5
U,0,G,0,0,0.062970568,-2.765087835,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,0,0,0,0,0,0,5,5
U,0,G,0,1,0.481861739,-0.730098056,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,5,5
U,0,G,0,0,0.273785079,-1.295411865,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,10,0,0,0,0,0,5,5
U,0,G,0,0,0.662559891,-0.411644324,0,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41615332,-0.87670153,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.845995893,-0.167240774,0,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.87063655,-0.138530668,20,0,0,0,0,0,5,5
U,0,G,0,0,0.216290212,-1.531134198,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.372347707,-0.987927165,10,0,0,0,0,0,5,5
U,0,G,0,0,0.911704312,-0.092439561,0,0,0,0,0,0,5,5
U,0,G,0,0,0.479123888,-0.735796077,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,10,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.156057495,-1.857530783,0,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,0,0,0,0,0,0,5,5
U,0,G,0,0,0.807665982,-0.213606694,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.183436003,-1.695889431,10,0,0,0,0,0,5,5
U,0,G,0,0,0.654346338,-0.424118499,0,0,0,0,0,0,5,5
U,0,G,0,0,0.164271047,-1.806237488,10,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.125941136,-2.071940654,0,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.240930869,-1.423245236,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,3,3
U,0,G,0,0,0.287474333,-1.2466217,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.632443532,-0.45816434,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.249144422,-1.389722544,20,0,0,0,0,0,5,5
U,0,G,0,0,0.52019165,-0.653557978,0,0,0,0,0,0,5,5
U,0,G,0,0,0.689938398,-0.371152963,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.186173854,-1.681074345,10,0,0,0,0,0,5,5
U,0,G,0,0,0.758384668,-0.276564544,0,0,0,0,0,0,5,5
U,0,G,0,0,0.755646817,-0.280181185,0,0,0,0,0,0,5,5
U,0,G,0,0,0.191649555,-1.652086809,10,0,0,0,0,0,5,5
U,0,G,0,0,0.457221082,-0.782588238,20,0,0,0,0,0,5,5
U,0,G,0,0,0.851471595,-0.160789138,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,3,3
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.629705681,-0.462502742,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.733744011,-0.30959507,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.62422998,-0.471236422,20,0,0,0,0,0,5,5
U,0,G,0,0,0.780287474,-0.24809287,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.750171116,-0.287453944,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.27926078,-1.275609237,20,0,0,0,0,0,5,5
U,0,G,0,0,0.640657084,-0.445260935,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.079397673,-2.533286221,0,0,0,0,0,0,5,5
U,0,G,0,0,0.662559891,-0.411644324,0,0,0,0,0,0,5,5
U,0,G,0,0,0.101300479,-2.289664138,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.583162218,-0.539289885,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.446269678,-0.80683185,10,0,0,0,0,0,5,5
U,0,G,0,0,0.465434634,-0.764783614,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,1,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.435318275,-0.831677848,0,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.443531828,-0.812985715,10,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.517453799,-0.658835036,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,0,0,0,0,0,0,5,5
U,0,G,0,0,0.62696783,-0.466860047,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.563997262,-0.572705882,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,1,0.506502396,-0.680226226,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,5,5
U,0,G,0,0,0.48733744,-0.7187985,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.925393566,-0.077536155,0,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,10,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.544832307,-0.607277226,0,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.665297741,-0.407520607,0,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.41889117,-0.870144129,0,0,0,0,0,0,5,5
U,0,G,0,0,0.722792608,-0.324632947,0,0,0,0,0,0,5,5
U,0,G,0,0,0.796714579,-0.227258783,20,0,0,0,0,0,5,5
U,0,G,0,0,0.309377139,-1.173194232,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,0,0,0,0,0,0,5,5
U,0,G,0,0,0.815879535,-0.203488564,0,0,0,0,0,0,5,5
U,0,G,0,0,0.558521561,-0.582462057,0,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.832306639,-0.183554349,10,0,0,0,0,0,5,5
U,0,G,0,0,0.837782341,-0.176996949,20,0,0,0,0,0,5,5
U,0,G,0,0,0.596851472,-0.516086988,0,0,0,0,0,0,5,5
U,0,G,0,0,0.232717317,-1.457930794,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.238193019,-1.434673932,20,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.210814511,-1.556776629,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.202600958,-1.596516957,20,0,0,0,0,0,5,5
U,0,G,0,0,0.588637919,-0.529944023,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.79945243,-0.223828248,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,0,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,30,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.167008898,-1.789708186,10,0,0,0,0,0,5,5
U,0,G,0,0,0.112251882,-2.187009984,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.637919233,-0.449543597,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,10,0,0,0,0,0,5,5
U,0,G,0,0,0.908966461,-0.095447082,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.082135524,-2.499384669,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,10,0,0,0,0,0,5,5
U,0,G,0,0,0.788501027,-0.23762157,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.030116359,-3.502686778,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.585900068,-0.534606036,20,0,0,0,0,0,5,5
U,0,G,0,0,0.071184121,-2.642485513,0,0,0,0,0,0,5,5
U,0,G,0,0,0.084873374,-2.466594846,20,0,0,0,0,0,5,5
U,0,G,0,0,0.016427105,-4.108822581,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.503764545,-0.685646293,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,0,0,0,0,0,0,5,5
U,0,G,0,0,0.97467488,-0.02565132,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.473648186,-0.747290456,0,0,0,0,0,0,5,5
U,0,G,0,0,0.265571526,-1.325871072,0,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,20,0,0,0,0,0,5,5
U,0,G,0,0,0.232717317,-1.457930794,20,0,0,0,0,0,5,5
U,0,G,0,0,0.999315537,-0.000684697,10,0,0,0,0,0,5,5
U,0,G,0,0,0.914442163,-0.089441058,20,0,0,0,0,0,5,5
U,0,G,0,0,0.83504449,-0.180270274,20,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.670773443,-0.39932384,10,0,0,0,0,0,5,5
U,0,G,0,0,0.334017796,-1.096561006,10,0,0,0,0,0,5,5
U,0,G,0,0,0.325804244,-1.121458558,20,0,0,0,0,0,5,5
U,0,G,0,0,0.722792608,-0.324632947,0,0,0,0,0,0,5,5
U,0,G,0,0,0.963723477,-0.036950875,10,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,10,0,0,0,0,0,5,5
U,0,G,0,0,0.364134155,-1.010232922,20,0,0,0,0,0,5,5
U,0,G,0,0,0.251882272,-1.378793474,20,0,0,0,0,0,5,5
U,0,G,0,0,0.517453799,-0.658835036,0,0,0,0,0,0,5,5
U,0,G,0,0,0.752908967,-0.283810953,20,0,0,0,0,0,5,5
U,0,G,0,0,0.158795346,-1.84013904,0,0,0,0,0,0,5,5
U,0,G,0,0,0.862422998,-0.148009412,0,0,0,0,0,0,5,5
U,0,G,0,0,0.410677618,-0.889946757,10,0,0,0,0,0,5,5
